,f2,f3,f4,f5,f6,f7,f8
0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-0.6670776468713129,3.3131786745860907,-5.340270773252696,0.020833333333333332,0.4868239780752265,4.8225308641975306e-05,0.01856224510431985
3,-0.6737326065398008,3.309606538399595,-5.353505555098488,0.020833333333333332,0.4868239780752265,4.8225308641975306e-05,0.01856224510431985
4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14,-0.09903022540053019,4.29141637043107,-4.1034915829495695,0.020833333333333332,0.4868239780752265,4.8225308641975306e-05,0.01856224510431985
15,0.01642798812041857,4.526203659403486,-3.297632141671405,0.020833333333333332,0.4868239780752265,4.8225308641975306e-05,0.01856224510431985
16,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19,N/A,N/A,N/A,N/A,N/A,N/A,N/A
